Device_Code,Alarm_Type,Count,Device_Percentage_Count,Alarm_Type_Percentage_Count,Overall_Percentage_Count
863977033895017,Overspeed,171,5.444126074498568,0.8885424785658612,0.11568045135670844
863977033895017,LDWL,16,0.5093919134033748,1.5873015873015872,0.010823901881329446
863977033895017,LDWR,2,0.06367398917542184,0.23391812865497078,0.0013529877351661807
863977033827523,FCW,1775,14.362003398333197,7.073967798501514,1.2007766149599854
863977033827523,UFCW,5014,40.56962537422121,8.48636663676523,3.391940252061615
863977033827523,HMW,2678,21.66841977506271,10.536669814290212,1.811650577387516
863977033827523,Overspeed,1726,13.965531191843999,8.968563263185244,1.167628415448414
863977033827523,PCW,994,8.04272190306659,5.80539656582175,0.6724349043775918
863977033827523,LDWR,70,0.5663888664131402,8.187134502923977,0.04735457073081632
863977033827523,LDWL,102,0.8253094910591471,10.119047619047619,0.06900237449347521
863977033715231,UFCW,6833,39.763733705772815,11.565086403872519,4.622482597195257
863977033715231,PCW,1393,8.106378026070765,8.135731807031888,0.9423559575432447
863977033715231,HMW,3755,21.851722532588454,14.774158010701921,2.5402344727745043
863977033715231,FCW,4062,23.63826815642458,16.188426590148257,2.7479180901225133
863977033715231,Overspeed,849,4.940642458100559,4.41153546375682,0.5743432935780437
863977033715231,LDWL,174,1.0125698324022345,17.261904761904763,0.11770993295945771
863977033715231,LDWR,118,0.6866852886405959,13.801169590643275,0.07982627637480466
863977033802534,UFCW,2026,58.554913294797686,3.42907435302879,1.3705765757233412
863977033802534,PCW,695,20.08670520231214,4.059105244714402,0.4701632379702478
863977033802534,HMW,256,7.398843930635839,1.0072395341517155,0.17318243010127113
863977033802534,Overspeed,329,9.508670520231213,1.7095349441413352,0.22256648243483673
863977033802534,FCW,152,4.393063583815029,0.6057707635899888,0.10282706787262974
863977033802534,LDWR,1,0.028901734104046246,0.11695906432748539,0.0006764938675830903
863977033802534,LDWL,1,0.028901734104046246,0.0992063492063492,0.0006764938675830903
863977033828794,UFCW,1808,59.35653315824031,3.0601018905607367,1.2231009125902275
863977033828794,HMW,108,3.545633617859488,0.424929178470255,0.07306133769897376
863977033828794,Overspeed,285,9.356533158240316,1.4809041309431021,0.19280075226118076
863977033828794,FCW,135,4.432042022324359,0.5380200860832138,0.0913266721237172
863977033828794,PCW,710,23.30925804333552,4.146711832729821,0.4803106459839942
864504031035658,FCW,1200,12.13224143160449,4.782400765184122,0.8117926410997085
864504031035658,UFCW,4420,44.68708927307654,7.481001303251358,2.990102894717259
864504031035658,Overspeed,2184,22.080679405520172,11.348402182385035,1.4774626068014693
864504031035658,HMW,1176,11.8895966029724,4.627006610009444,0.7955567882777144
864504031035658,PCW,864,8.735213830755233,5.0461394696881205,0.5844907015917901
864504031035658,LDWR,23,0.23253462743908607,2.690058479532164,0.015559358954411079
864504031035658,LDWL,24,0.24264482863208978,2.380952380952381,0.01623585282199417
864504031782226,UFCW,870,58.78378378378378,1.472504781409204,0.5885496647972885
864504031782226,PCW,338,22.83783783783784,1.974068449947436,0.22865492724308453
864504031782226,Overspeed,260,17.56756756756757,1.3510002598077422,0.17588840557160348
864504031782226,HMW,7,0.472972972972973,0.027541706011960966,0.004735457073081633
864504031782226,FCW,5,0.33783783783783783,0.019926669854933843,0.0033824693379154516
863977033907911,UFCW,2853,57.43909804711094,4.828800162483287,1.930037004214557
863977033907911,PCW,949,19.106100261727402,5.5425768017754935,0.6419926803363528
863977033907911,Overspeed,910,18.320918059190657,4.7285009093270975,0.6156094195006122
863977033907911,HMW,162,3.2615260720756996,0.6373937677053824,0.10959200654846064
863977033907911,FCW,93,1.872357559895309,0.3706360593017695,0.0629139296852274
863977033835484,UFCW,2223,34.13697788697789,3.7625035966352423,1.5038458676372097
863977033835484,HMW,1077,16.53869778869779,4.237488196411709,0.7285838953869883
863977033835484,FCW,893,13.713144963144963,3.5589032360911843,0.6041090237516997
863977033835484,PCW,1018,15.632678132678132,5.945567106646419,0.688670757199586
863977033835484,Overspeed,1295,19.886363636363637,6.72902052481164,0.8760595585201021
863977033835484,LDWL,5,0.07678132678132678,0.496031746031746,0.0033824693379154516
863977033835484,LDWR,1,0.015356265356265357,0.11695906432748539,0.0006764938675830903
863977033713764,PCW,447,20.235400633770936,2.610676322859479,0.3023927588096414
863977033713764,UFCW,930,42.10049796287913,1.574056835299494,0.629139296852274
863977033713764,Overspeed,575,26.02987777274785,2.987789036113276,0.38898397386027694
863977033713764,FCW,150,6.790402897238569,0.5978000956480153,0.10147408013746356
863977033713764,HMW,107,4.843820733363513,0.42099464903997486,0.07238484383139067
864504031218007,UFCW,999,100.0,1.6908416972733276,0.6758173737155072
863083037582683,UFCW,1151,98.71355060034305,1.948106900462062,0.7786444415881371
863083037582683,Overspeed,1,0.08576329331046312,0.005196154845414394,0.0006764938675830903
863083037582683,PCW,14,1.2006861063464835,0.08176614881439084,0.009470914146163266
863977033612396,PCW,536,21.06090373280943,3.1304754117509637,0.36260071302453645
863977033612396,UFCW,993,39.017681728880156,1.6806864918842983,0.6717584105100087
863977033612396,Overspeed,493,19.3713163064833,2.561704338789296,0.33351147671846354
863977033612396,FCW,332,13.045186640471512,1.3231308783676072,0.224595964037586
863977033612396,HMW,169,6.640471512770138,0.6649354737173434,0.11432746362154227
863977033612396,LDWL,19,0.7465618860510805,1.8849206349206349,0.012853383484078718
863977033612396,LDWR,3,0.11787819253438114,0.3508771929824561,0.002029481602749271
864504031260694,UFCW,2578,27.723411119475212,4.3633532488194575,1.744001190629207
864504031260694,FCW,2541,27.325518872997094,10.12673362027738,1.7189709175286325
864504031260694,HMW,1847,19.86235079040757,7.267075857727416,1.2494841734259678
864504031260694,PCW,1169,12.57124421980858,6.827473426001636,0.7908213312046327
864504031260694,Overspeed,916,9.85052156145822,4.759677838399584,0.6196683827061108
864504031260694,LDWR,140,1.5055382299171953,16.374269005847953,0.09470914146163265
864504031260694,LDWL,108,1.1614152059361222,10.714285714285714,0.07306133769897376
862010039078304,FCW,62,9.733124018838305,0.24709070620117968,0.0419426197901516
862010039078304,UFCW,319,50.078492935635786,0.5399184198500414,0.21580154375900581
862010039078304,PCW,126,19.78021978021978,0.7358953393295176,0.08523822731546939
862010039078304,HMW,25,3.924646781789639,0.09836323575700347,0.016912346689577258
862010039078304,Overspeed,105,16.483516483516482,0.5455962587685114,0.07103185609622449
