Ward_Name,Alarm_Type,Count,Ward_Percentage_Count,Alarm_Type_Percentage_Count,Overall_Percentage_Count
Vijnana Nagar,Overspeed,49,10.0,0.25461158742530526,0.03314819951157143
Vijnana Nagar,FCW,39,7.959183673469387,0.15542802486848398,0.026383260835740524
Vijnana Nagar,HMW,20,4.081632653061225,0.07869058860560277,0.013529877351661806
Vijnana Nagar,LDWR,1,0.20408163265306123,0.11695906432748539,0.0006764938675830903
Konena Agrahara,UFCW,370,36.779324055666,0.626237665656788,0.2503027310057434
Konena Agrahara,FCW,113,11.232604373757455,0.4503427387215049,0.07644380703688922
Konena Agrahara,PCW,145,14.41351888667992,0.846863684149048,0.09809161079954812
Konena Agrahara,HMW,166,16.50099403578529,0.653131885426503,0.112297982018793
Konena Agrahara,Overspeed,199,19.781312127236582,1.0340348142374642,0.13462227964903498
Konena Agrahara,LDWR,2,0.19880715705765406,0.23391812865497078,0.0013529877351661807
Konena Agrahara,LDWL,11,1.0934393638170974,1.0912698412698412,0.007441432543413995
A Narayanapura,HMW,146,11.05223315669947,0.5744412968209003,0.0987681046671312
A Narayanapura,UFCW,830,62.831188493565485,1.4048034121490107,0.561489910093965
A Narayanapura,FCW,129,9.765329295987888,0.5141080822572932,0.08726770891821865
A Narayanapura,PCW,87,6.585919757759273,0.5081182104894287,0.058854966479728855
A Narayanapura,Overspeed,126,9.538228614685844,0.6547155105222136,0.08523822731546939
A Narayanapura,LDWR,2,0.1514004542013626,0.23391812865497078,0.0013529877351661807
A Narayanapura,LDWL,1,0.0757002271006813,0.0992063492063492,0.0006764938675830903
C V Raman Nagar,UFCW,253,57.630979498861045,0.42821116057072256,0.17115294849852186
C V Raman Nagar,HMW,51,11.617312072892938,0.20066100094428707,0.034501187246737605
C V Raman Nagar,PCW,63,14.350797266514807,0.3679476696647588,0.04261911365773469
C V Raman Nagar,FCW,69,15.717539863325742,0.274988043998087,0.046678076863233234
C V Raman Nagar,LDWL,2,0.45558086560364464,0.1984126984126984,0.0013529877351661807
C V Raman Nagar,LDWR,1,0.22779043280182232,0.11695906432748539,0.0006764938675830903
Jeevanbhima Nagar,HMW,17,25.37313432835821,0.06688700031476236,0.011500395748912536
Jeevanbhima Nagar,UFCW,23,34.32835820895522,0.03892828732461114,0.015559358954411079
Jeevanbhima Nagar,FCW,7,10.44776119402985,0.02789733779690738,0.004735457073081633
Jeevanbhima Nagar,Overspeed,18,26.865671641791046,0.09353078721745908,0.012176889616495627
Jeevanbhima Nagar,PCW,2,2.9850746268656714,0.011680878402055835,0.0013529877351661807
HSR Layout,PCW,37,30.833333333333336,0.21609625043803293,0.025030273100574346
HSR Layout,FCW,12,10.0,0.04782400765184123,0.008117926410997085
HSR Layout,UFCW,56,46.666666666666664,0.0947819169642706,0.037883656584653064
HSR Layout,Overspeed,9,7.5,0.04676539360872954,0.0060884448082478134
HSR Layout,HMW,6,5.0,0.023607176581680833,0.004058963205498542
Domlur,UFCW,167,39.66745843230404,0.282653216661307,0.11297447588637609
Domlur,FCW,104,24.70308788598575,0.4144747329826239,0.0703553622286414
Domlur,PCW,55,13.064133016627078,0.3212241560565354,0.03720716271706997
Domlur,HMW,90,21.377672209026127,0.3541076487252125,0.060884448082478136
Domlur,LDWL,1,0.23752969121140144,0.0992063492063492,0.0006764938675830903
Domlur,LDWR,4,0.9501187648456058,0.46783625730994155,0.0027059754703323614
Jogupalya,UFCW,41,58.57142857142858,0.06939390349169812,0.027736248570906705
Jogupalya,PCW,18,25.71428571428571,0.10512790561850252,0.012176889616495627
Jogupalya,FCW,10,14.285714285714285,0.03985333970986769,0.006764938675830903
Jogupalya,HMW,1,1.4285714285714286,0.003934529430280139,0.0006764938675830903
Hoysala Nagar,UFCW,100,45.45454545454545,0.16925342315048322,0.06764938675830903
Hoysala Nagar,FCW,58,26.36363636363636,0.2311493703172326,0.03923664431981924
Hoysala Nagar,HMW,36,16.363636363636363,0.141643059490085,0.024353779232991254
Hoysala Nagar,PCW,23,10.454545454545453,0.1343301016236421,0.015559358954411079
Hoysala Nagar,Overspeed,3,1.3636363636363635,0.01558846453624318,0.002029481602749271
New Tippasandara,UFCW,175,46.666666666666664,0.29619349051334565,0.1183864268270408
New Tippasandara,HMW,62,16.53333333333333,0.24394082467736858,0.0419426197901516
New Tippasandara,FCW,67,17.866666666666667,0.2670173760561135,0.045325089128067056
New Tippasandara,PCW,69,18.4,0.4029903048709263,0.046678076863233234
New Tippasandara,Overspeed,2,0.5333333333333333,0.010392309690828787,0.0013529877351661807
Benniganahalli,UFCW,26,28.888888888888886,0.04400589001912564,0.01758884055716035
Benniganahalli,HMW,24,26.666666666666668,0.09442870632672333,0.01623585282199417
Benniganahalli,FCW,32,35.55555555555556,0.12753068707157658,0.02164780376265889
Benniganahalli,PCW,7,7.777777777777778,0.04088307440719542,0.004735457073081633
Benniganahalli,LDWR,1,1.1111111111111112,0.11695906432748539,0.0006764938675830903
Singasandra,FCW,45,46.875,0.1793400286944046,0.030442224041239068
Singasandra,HMW,21,21.875,0.0826251180358829,0.014206371219244897
Singasandra,PCW,14,14.583333333333334,0.08176614881439084,0.009470914146163266
Singasandra,UFCW,15,15.625,0.025388013472572482,0.010147408013746355
Singasandra,Overspeed,1,1.0416666666666665,0.005196154845414394,0.0006764938675830903
Basavanapura,UFCW,104,22.413793103448278,0.17602356007650255,0.0703553622286414
Basavanapura,HMW,85,18.318965517241377,0.3344350015738118,0.05750197874456268
Basavanapura,FCW,158,34.05172413793103,0.6296827674159095,0.10688603107812827
Basavanapura,Overspeed,45,9.698275862068966,0.23382696804364772,0.030442224041239068
Basavanapura,PCW,61,13.14655172413793,0.356266791262703,0.04126612592256851
Basavanapura,LDWR,10,2.1551724137931036,1.1695906432748537,0.006764938675830903
Basavanapura,LDWL,1,0.21551724137931033,0.0992063492063492,0.0006764938675830903
Halsoor,UFCW,12,70.58823529411765,0.020310410778057987,0.008117926410997085
Halsoor,PCW,1,5.88235294117647,0.005840439201027918,0.0006764938675830903
Halsoor,HMW,4,23.52941176470588,0.015738117721120555,0.0027059754703323614
Agaram,HMW,23,54.761904761904766,0.0904941768964432,0.015559358954411079
Agaram,UFCW,11,26.190476190476193,0.018617876546553155,0.007441432543413995
Agaram,FCW,3,7.142857142857142,0.011956001912960307,0.002029481602749271
Agaram,LDWL,3,7.142857142857142,0.2976190476190476,0.002029481602749271
Agaram,Overspeed,2,4.761904761904762,0.010392309690828787,0.0013529877351661807
Shantala Nagar,UFCW,58,61.05263157894737,0.09816698542728025,0.03923664431981924
Shantala Nagar,HMW,22,23.157894736842106,0.08655964746616304,0.01488286508682799
Shantala Nagar,LDWL,2,2.1052631578947367,0.1984126984126984,0.0013529877351661807
Shantala Nagar,FCW,3,3.1578947368421053,0.011956001912960307,0.002029481602749271
Shantala Nagar,PCW,3,3.1578947368421053,0.01752131760308375,0.002029481602749271
Shantala Nagar,Overspeed,7,7.368421052631578,0.03637308391790075,0.004735457073081633
Sampangiram Nagar,UFCW,24,63.1578947368421,0.040620821556115974,0.01623585282199417
Sampangiram Nagar,PCW,5,13.157894736842104,0.029202196005139586,0.0033824693379154516
Sampangiram Nagar,FCW,6,15.789473684210526,0.023912003825920614,0.004058963205498542
Sampangiram Nagar,Overspeed,1,2.631578947368421,0.005196154845414394,0.0006764938675830903
Sampangiram Nagar,HMW,2,5.263157894736842,0.007869058860560278,0.0013529877351661807
Sudham Nagara,HMW,1,100.0,0.003934529430280139,0.0006764938675830903
Dharmaraya Swamy Temple,UFCW,3,42.857142857142854,0.005077602694514497,0.002029481602749271
Dharmaraya Swamy Temple,PCW,4,57.14285714285714,0.02336175680411167,0.0027059754703323614
Chickpete,PCW,4,44.44444444444444,0.02336175680411167,0.0027059754703323614
Chickpete,HMW,1,11.11111111111111,0.003934529430280139,0.0006764938675830903
Chickpete,UFCW,4,44.44444444444444,0.0067701369260193284,0.0027059754703323614
Banasavadi,FCW,49,47.11538461538461,0.19528136457835166,0.03314819951157143
Banasavadi,HMW,36,34.61538461538461,0.141643059490085,0.024353779232991254
Banasavadi,UFCW,6,5.769230769230769,0.010155205389028994,0.004058963205498542
Banasavadi,LDWR,5,4.807692307692308,0.5847953216374269,0.0033824693379154516
Banasavadi,Overspeed,7,6.730769230769231,0.03637308391790075,0.004735457073081633
Banasavadi,PCW,1,0.9615384615384616,0.005840439201027918,0.0006764938675830903
Horamavu,HMW,72,30.0,0.28328611898017,0.04870755846598251
Horamavu,FCW,125,52.083333333333336,0.49816674637334607,0.08456173344788628
Horamavu,Overspeed,4,1.6666666666666667,0.020784619381657574,0.0027059754703323614
Horamavu,LDWR,13,5.416666666666667,1.5204678362573099,0.008794420278580175
Horamavu,LDWL,5,2.083333333333333,0.496031746031746,0.0033824693379154516
Horamavu,UFCW,18,7.5,0.030465616167086977,0.012176889616495627
Horamavu,PCW,3,1.25,0.01752131760308375,0.002029481602749271
Kacharkanahalli,HMW,21,37.5,0.0826251180358829,0.014206371219244897
Kacharkanahalli,FCW,25,44.642857142857146,0.09963334927466923,0.016912346689577258
Kacharkanahalli,PCW,4,7.142857142857142,0.02336175680411167,0.0027059754703323614
Kacharkanahalli,UFCW,3,5.357142857142857,0.005077602694514497,0.002029481602749271
Kacharkanahalli,Overspeed,2,3.571428571428571,0.010392309690828787,0.0013529877351661807
Kacharkanahalli,LDWR,1,1.7857142857142856,0.11695906432748539,0.0006764938675830903
Kammanahalli,HMW,3,100.0,0.011803588290840416,0.002029481602749271
Vijnanapura,UFCW,10,25.0,0.016925342315048324,0.006764938675830903
Vijnanapura,HMW,9,22.5,0.03541076487252125,0.0060884448082478134
Vijnanapura,PCW,4,10.0,0.02336175680411167,0.0027059754703323614
Vijnanapura,FCW,17,42.5,0.06775067750677506,0.011500395748912536
Ramamurthy Nagar,FCW,51,47.66355140186916,0.20325203252032523,0.034501187246737605
Ramamurthy Nagar,Overspeed,2,1.8691588785046727,0.010392309690828787,0.0013529877351661807
Ramamurthy Nagar,HMW,41,38.31775700934579,0.16131570664148567,0.027736248570906705
Ramamurthy Nagar,LDWR,1,0.9345794392523363,0.11695906432748539,0.0006764938675830903
Ramamurthy Nagar,UFCW,9,8.411214953271028,0.015232808083543489,0.0060884448082478134
Ramamurthy Nagar,PCW,3,2.803738317757009,0.01752131760308375,0.002029481602749271
K R Puram,FCW,48,34.285714285714285,0.19129603060736491,0.03247170564398834
K R Puram,HMW,53,37.857142857142854,0.20853005980484735,0.03585417498190379
K R Puram,Overspeed,8,5.714285714285714,0.04156923876331515,0.005411950940664723
K R Puram,UFCW,24,17.142857142857142,0.040620821556115974,0.01623585282199417
K R Puram,LDWR,3,2.142857142857143,0.3508771929824561,0.002029481602749271
K R Puram,PCW,4,2.857142857142857,0.02336175680411167,0.0027059754703323614
BTM Layout,HMW,6,40.0,0.023607176581680833,0.004058963205498542
BTM Layout,UFCW,5,33.33333333333333,0.008462671157524162,0.0033824693379154516
BTM Layout,FCW,4,26.666666666666668,0.015941335883947073,0.0027059754703323614
Madivala,HMW,4,36.36363636363637,0.015738117721120555,0.0027059754703323614
Madivala,UFCW,7,63.63636363636363,0.011847739620533825,0.004735457073081633
Gurappanapalya,HMW,1,25.0,0.003934529430280139,0.0006764938675830903
Gurappanapalya,UFCW,3,75.0,0.005077602694514497,0.002029481602749271
J P Nagar,UFCW,2,18.181818181818183,0.0033850684630096642,0.0013529877351661807
J P Nagar,Overspeed,4,36.36363636363637,0.020784619381657574,0.0027059754703323614
J P Nagar,FCW,4,36.36363636363637,0.015941335883947073,0.0027059754703323614
J P Nagar,HMW,1,9.090909090909092,0.003934529430280139,0.0006764938675830903
Sarakki,HMW,11,68.75,0.04327982373308152,0.007441432543413995
Sarakki,FCW,3,18.75,0.011956001912960307,0.002029481602749271
Sarakki,UFCW,2,12.5,0.0033850684630096642,0.0013529877351661807
Jaraganahalli,HMW,2,40.0,0.007869058860560278,0.0013529877351661807
Jaraganahalli,UFCW,3,60.0,0.005077602694514497,0.002029481602749271
Vasanthpura,FCW,4,21.052631578947366,0.015941335883947073,0.0027059754703323614
Vasanthpura,UFCW,9,47.368421052631575,0.015232808083543489,0.0060884448082478134
Vasanthpura,HMW,6,31.57894736842105,0.023607176581680833,0.004058963205498542
Hemmigepura,FCW,7,25.925925925925924,0.02789733779690738,0.004735457073081633
Hemmigepura,HMW,8,29.629629629629626,0.03147623544224111,0.005411950940664723
Hemmigepura,UFCW,9,33.33333333333333,0.015232808083543489,0.0060884448082478134
Hemmigepura,Overspeed,2,7.4074074074074066,0.010392309690828787,0.0013529877351661807
Hemmigepura,PCW,1,3.7037037037037033,0.005840439201027918,0.0006764938675830903
Yelchenahalli,UFCW,1,100.0,0.0016925342315048321,0.0006764938675830903
Jayanagar East,HMW,1,33.33333333333333,0.003934529430280139,0.0006764938675830903
Jayanagar East,UFCW,2,66.66666666666666,0.0033850684630096642,0.0013529877351661807
Bharathi Nagar,UFCW,3,60.0,0.005077602694514497,0.002029481602749271
Bharathi Nagar,PCW,2,40.0,0.011680878402055835,0.0013529877351661807
other,Overspeed,7174,11.991642290012537,37.277214861002854,4.85316700604109
other,FCW,10055,16.807354784788966,40.07253307827196,6.802145838547974
other,HMW,10036,16.775595486836608,39.48693736229147,6.789292455063895
other,PCW,7159,11.966569160050145,41.81170424015886,4.843019598027344
other,UFCW,24705,41.295445048056834,41.81405818932688,16.71278099864025
other,LDWR,317,0.5298788132051818,37.07602339181287,0.21444855602383964
other,LDWL,379,0.6335144170497284,37.59920634920635,0.25639117581399123
