X,Y
76.828845,28.2031072
76.8301643,28.202259
76.8306804,28.20283605
76.8320255,28.20288475
76.83232415,28.20326395
76.81751282,28.20377689
76.81770904,28.20340912
76.8313018,28.20409455
76.8307234,28.20456935
76.8306197,28.20646611
76.83054375,28.20648675
76.83295075,28.21022415
76.83696545,28.21252774
76.8412251,28.1936398
76.8395121,28.19542215
76.8406378,28.1940878
76.84252825,28.19409765
76.8416492,28.1954147
76.8383105,28.19700575
76.83724375,28.1969487
76.83853745,28.19742615
76.8405149,28.19673025
76.83879865,28.19923255
76.8399397,28.19791375
76.8419384,28.19896405
76.83980785,28.2005542
76.84093215,28.1992351
76.8392424,28.20100285
76.84205055,28.2000489
76.84227375,28.19980465
76.8419647,28.20059475
76.8418739,28.20116425
76.8421344,28.200949
76.8424521,28.2012432
76.8421916,28.20145845
76.84198025,28.2017261
76.84302375,28.20172525
76.846423,28.1997619
76.84599353,28.20166128
76.84607966,28.20176748
76.85774015,28.1912741
76.8549932,28.19459585
76.8576932,28.1938474
76.8569725,28.19461135
76.8576943,28.19539615
76.85948969,28.19479185
76.85815065,28.1959436
76.85477575,28.1988034
76.85061635,28.2001459
76.84861774,28.20047025
76.8517722,28.2018403
76.85382847,28.19980958
76.855945,28.19606745
76.8569391,28.19662715
76.85497725,28.19848655
76.85527475,28.19873055
76.8555161,28.1986954
76.85507325,28.1990474
76.85869365,28.1974554
76.85854865,28.1991112
76.8554123,28.2018748
76.8589208,28.19914285
76.85952915,28.20077345
76.8587765,28.20118145
76.8421378,28.20204245
76.8474051,28.2036252
76.84786105,28.20373785
76.84710855,28.20446975
76.84798246,28.20436432
76.84923558,28.20438298
76.83937866,28.21245316
76.8398847,28.2125664
76.84558239,28.20792934
76.8471783,28.2080168
76.8486613,28.20917295
76.84619455,28.21262851
76.85039455,28.2024629
76.8493998,28.20304845
76.85311635,28.2021634
76.8532042,28.2021626
76.8526094,28.20462435
76.8497861,28.20556205
76.8538824,28.2055135
76.85771685,28.2030518
76.85147115,28.209873
76.8535676,28.2082843
76.8522433,28.20922455
76.8664003,28.21055301
76.86651867,28.21059796
76.85141857,28.21135321
76.85340025,28.2099728
76.85388624,28.2075316
76.85672605,28.2105794
76.85842035,28.20842475
76.8601377,28.2102271
76.8679051,28.1846817
76.86856565,28.18538435
76.86990745,28.1831119
76.8686924,28.18399285
76.87061155,28.1834477
76.87043878,28.18349113
76.86796905,28.18572555
76.8705366,28.1859694
76.87118395,28.18783335
76.8714728,28.18394845
76.87265685,28.1838256
76.8721086,28.1871308
76.874548,28.185441
76.8746408,28.18560045
76.8725848,28.18908795
76.87307545,28.189944
76.87341592,28.18946247
76.87307305,28.19049595
76.87606425,28.1890978
76.8766778,28.19022645
76.8760869,28.19054685
76.8788751,28.18549065
76.87754143,28.18547911
76.87840405,28.19056259
76.88460185,28.18795305
76.88490495,28.1865117
76.88661271,28.18754525
76.90385745,28.18588355
76.8623057,28.19209855
76.86400375,28.1929619
76.86432084,28.19118694
76.86298675,28.1938186
76.86071695,28.1951869
76.86273505,28.1956999
76.8702228,28.1926733
76.86952741,28.19269266
76.8704282,28.1929848
76.86878171,28.19576147
76.87035085,28.19407015
76.8710468,28.19444075
76.87086274,28.19502534
76.87091791,28.1961575
76.86335115,28.19849274
76.86482751,28.1982157
76.86484385,28.19830205
76.86314577,28.19922758
76.86395225,28.20130265
76.86826295,28.1984559
76.8689378,28.1994258
76.86994395,28.1987807
76.87072615,28.19798735
76.8709771,28.19911585
76.8714055,28.198706
76.8680753,28.1992491
76.86777245,28.2003795
76.86780486,28.20099314
76.8686546,28.19986125
76.86961995,28.19926905
76.86918,28.20054885
76.8707047,28.2009015
76.86956115,28.2019389
76.8714853,28.1938869
76.87558275,28.1931863
76.87208695,28.19360485
76.87160345,28.19601815
76.88186345,28.1946297
76.87145225,28.1975879
76.87217785,28.19750095
76.8736296,28.19693055
76.87655075,28.19830785
76.88171783,28.19641167
76.8631531,28.203375
76.8636144,28.20340325
76.86468795,28.20451035
76.86309515,28.20557585
76.8619469,28.20438345
76.86307604,28.2048074
76.8632078,28.2078042
76.8641837,28.20696885
76.86565505,28.2065382
76.8648157,28.2067838
76.87020745,28.2044506
76.86660615,28.20625995
76.86733995,28.20522715
76.8685536,28.205914
76.86929675,28.2051765
76.86936665,28.20515995
76.8611018,28.2094998
76.8620336,28.21011655
76.8650323,28.20844685
76.86583095,28.2101084
76.8610695,28.21084385
76.8633231,28.21102945
76.8655002,28.21023505
76.8653094,28.21030135
76.86464045,28.21116725
76.86619045,28.2099768
76.86708695,28.2093729
76.8666236,28.20982934
76.87184955,28.2040926
76.88774234,28.19251584
76.88774765,28.19231539
76.88759295,28.1953442
76.91770669,28.20807851
76.91829967,28.19641832
76.93634749,28.19429787
76.93755975,28.20515935
76.95121953,28.21096072
76.95209155,28.19337125
76.95387918,28.20271379
76.96124175,28.20800942
76.8370535,28.2136715
76.837745,28.21478935
76.8314741,28.22348595
76.83221015,28.2225644
76.82330392,28.23415277
76.8476765,28.22693236
76.83870125,28.2128999
76.8397013,28.2132065
76.84099665,28.21287335
76.8431231,28.2137924
76.84012295,28.21686895
76.84299447,28.21581705
76.8442554,28.2135901
76.8459796,28.21553425
76.8460488,28.21554115
76.84194535,28.22108735
76.84584245,28.21873125
76.8479402,28.22015433
76.8540528,28.21382283
76.85414269,28.21382627
76.8506372,28.2158202
76.8504823,28.21811425
76.85054706,28.21818382
76.85283587,28.21672345
76.85178597,28.21675825
76.86161725,28.21635265
76.8617093,28.2163617
76.8567082,28.21516025
76.85565185,28.21685855
76.85931435,28.21606232
76.8504056,28.2203539
76.8591068,28.22035623
76.85917615,28.22035412
76.81803635,28.2373418
76.81882366,28.23709975
76.86268025,28.21663145
76.86354755,28.2179893
76.86271955,28.218709
76.8742082,28.2466531
76.83118555,28.2664843
76.85631805,28.2844269
76.85864795,28.28704075
76.8372661,28.2719996
76.91215281,28.26479193
76.86250095,28.2876588
76.86247093,28.28761111
76.9029831,28.2940935
76.9031231,28.29415395
76.89926425,28.30031545
76.8992437,28.30068745
76.94774034,28.21946682
76.91276655,28.23645441
76.93495174,28.23950932
76.93504196,28.23953022
76.9432563,28.25655615
76.9431875,28.2567925
76.9472206,28.2544934
76.94730075,28.254634
76.95105208,28.21427707
76.97783824,28.21852895
76.992,28.2208327
76.98761055,28.2233372
76.9876209,28.22360415
76.9897253,28.2221034
76.9899119,28.22226985
76.97980115,28.230546
76.98020695,28.23044845
76.97544804,28.23405266
76.97557019,28.23415141
76.98286685,28.2274688
76.98300259,28.22756346
76.9575067,28.24300525
76.9698173,28.2392231
76.96369087,28.24491308
76.96390182,28.24498213
76.9680512,28.24085355
76.96831865,28.24091015
76.95654965,28.2495828
76.95663985,28.24971625
76.9513575,28.2523149
76.95143745,28.25244875
76.9598311,28.2477748
76.95991255,28.2479722
76.97230115,28.2369226
76.97242485,28.23702465
76.97000925,28.2393045
76.92204865,28.2708182
76.9221343,28.270952
76.91751485,28.27411105
76.9175646,28.27433035
76.93466925,28.26198795
76.9347808,28.2621084
76.93147545,28.26422535
76.93158875,28.26433285
76.9281552,28.2665463
76.9282694,28.2666712
76.93810209,28.25960616
76.93821449,28.25971431
76.94136489,28.2621318
76.90942765,28.2842352
76.91308885,28.27885426
76.91322689,28.27894966
76.90956825,28.2843071
76.9084409,28.28569755
76.90858855,28.2857537
76.9059977,28.28928215
76.9061317,28.2893628
76.91218958,28.29759829
76.97408149,28.26211375
76.95840878,28.29178152
76.98940221,28.2836261
76.7279851,28.30937625
76.7173368,28.31878235
76.7343876,28.350429
76.70776605,28.3811642
76.7327778,28.3057478
76.75278955,28.3126286
76.7648012,28.34169675
76.77833915,28.32781265
76.78028124,28.32648506
76.78106259,28.32607736
76.7744136,28.3316928
76.77420145,28.33181455
76.7416924,28.36187025
76.75740725,28.35129029
76.73043975,28.3686718
76.6951928,28.43323205
76.7468424,28.42104335
76.7335431,28.44514005
76.7550429,28.43335525
76.8228237,28.3065295
76.87395315,28.30219555
76.89703929,28.30460562
76.89723185,28.30466711
76.89601085,28.30758175
76.8962208,28.3076236
76.89422342,28.31348607
76.89171039,28.3158914
76.8933938,28.3178283
76.8911684,28.31924486
76.8930479,28.31765585
76.89316005,28.31773675
76.89148485,28.31843423
76.89228645,28.3197486
76.89270891,28.31991127
76.89484775,28.31235863
76.8950647,28.31239389
76.89445595,28.3150727
76.89376685,28.31552652
76.89536935,28.31640715
76.9030883,28.3125981
76.89342541,28.31762415
76.89335755,28.3178999
76.89542577,28.31738898
76.8934737,28.31798355
76.89312317,28.31821238
76.8945005,28.31970073
76.8917177,28.3228383
76.8823342,28.34375278
76.88925081,28.32640693
76.88947096,28.32649498
76.88500805,28.3331068
76.88519465,28.3331829
76.8834118,28.33732636
76.88358865,28.33736851
76.8826114,28.34128205
76.882777,28.34129985
76.88249275,28.34376394
76.82663326,28.37300831
76.87373093,28.34705063
76.8819074,28.34628565
76.882073,28.34632285
76.8816914,28.34711853
76.88186475,28.34715318
76.88097345,28.34943505
76.88114895,28.34949435
76.88012925,28.35172915
76.88028695,28.35176845
76.87657275,28.36101135
76.8767466,28.36106255
76.87810425,28.357046
76.87825685,28.35708615
76.8771386,28.35955315
76.8772982,28.3596055
76.8759217,28.36273615
76.876085,28.3627855
76.8750563,28.36502765
76.8752118,28.365073
76.8822282,28.36240735
76.88063665,28.3634671
76.881886,28.3666498
76.88594165,28.36430195
76.88793945,28.3655231
76.89855635,28.3574511
76.89888365,28.3560302
76.89901685,28.3569931
76.9025031,28.35589905
76.90048755,28.35593255
76.90409029,28.35804813
76.90279196,28.35718559
76.87394695,28.36810831
76.87411625,28.36814381
76.8733921,28.3702053
76.87356265,28.3702365
76.87919305,28.36779685
76.88147385,28.3688619
76.87247365,28.37502499
76.87264415,28.37505449
76.87892495,28.3729733
76.87877105,28.37221115
76.8786099,28.37278715
76.8810305,28.37296875
76.88257175,28.3732849
76.88186245,28.3738768
76.8819903,28.3771642
76.87042955,28.3806161
76.87060135,28.38067035
76.86863204,28.38410691
76.86788201,28.38563313
76.8682584,28.38590055
76.86888095,28.3843493
76.8690732,28.38438685
76.86931355,28.38455201
76.8672495,28.38699076
76.8684466,28.3859594
76.8680344,28.3878848
76.88009835,28.3780723
76.8808493,28.3780624
76.8816153,28.3780523
76.8820062,28.37893025
76.883983,28.36658635
76.88624595,28.36933815
76.88473175,28.36921135
76.8847341,28.3695028
76.8865993,28.37156115
76.88768,28.3718922
76.89138115,28.3667453
76.8913889,28.36740575
76.88847585,28.3704933
76.88931185,28.3719018
76.88327563,28.3726025
76.88329995,28.3738588
76.88259065,28.3744507
76.88406985,28.3735118
76.88618215,28.37311953
76.88555375,28.3742683
76.8829784,28.37512695
76.8866989,28.37475205
76.88795375,28.3760854
76.88792117,28.37304698
76.8904999,28.3732346
76.88860089,28.37355849
76.89042775,28.3746968
76.89157205,28.3722702
76.89109951,28.37324386
76.8933302,28.37330915
76.89271639,28.37403336
76.89312625,28.37409315
76.88856505,28.37518765
76.8910697,28.37491445
76.8918179,28.3751314
76.8931467,28.37499255
76.8948409,28.3680123
76.8914043,28.36871405
76.89863835,28.3689605
76.8941518,28.3704258
76.89744865,28.36986915
76.8981789,28.37074275
76.89621465,28.3711398
76.8984866,28.37207945
76.90435503,28.36640566
76.8998564,28.36956165
76.89888775,28.37046325
76.89937555,28.3701908
76.8994897,28.37139095
76.9027428,28.37048675
76.90412885,28.37048095
76.89382505,28.37248355
76.89428495,28.3734686
76.89629765,28.37263648
76.8955618,28.37347685
76.8942508,28.37424495
76.89749325,28.37243725
76.89639435,28.37427615
76.89656425,28.3738434
76.89960315,28.37246305
76.89895512,28.3726122
76.89968531,28.3723516
76.9020592,28.37377329
76.89931707,28.3750087
76.89939495,28.3785844
76.90213546,28.3773404
76.8823812,28.37804215
76.88354295,28.37833635
76.8863726,28.37772225
76.88921235,28.378797
76.8918077,28.3779564
76.9019265,28.3797557
76.9061599,28.3798396
76.90103121,28.31505299
76.92862555,28.33675765
76.93624055,28.341397
76.93811557,28.34183615
76.93599804,28.33582255
76.9395833,28.3389777
76.9401039,28.33827945
76.9411612,28.3391323
76.94308975,28.33629407
76.9385433,28.340402
76.9396825,28.3408746
76.94107405,28.3412018
76.9448602,28.34073931
76.9425827,28.3414997
76.93945385,28.34316915
76.93944553,28.343519
76.9398751,28.34417985
76.940185,28.3444197
76.94067445,28.34315615
76.9421003,28.34205245
76.9386505,28.34328622
76.94195617,28.3439057
76.9419413,28.34440825
76.943073,28.3406781
76.9444012,28.3420305
76.94543655,28.34448155
76.94907446,28.30109817
76.9718191,28.31012625
76.9573483,28.33633965
76.95597411,28.3434434
76.95349448,28.3437993
76.95491915,28.3439048
76.9048344,28.3612782
76.9049505,28.36311585
76.9060992,28.3626408
76.909663,28.36255395
76.9072492,28.36311655
76.90968,28.3636255
76.90598285,28.3651533
76.909647,28.36155195
76.9120938,28.3630629
76.91327805,28.36320585
76.9133325,28.36525205
76.9153703,28.36483095
76.90441524,28.36023439
76.9153393,28.36279485
76.91742545,28.36378565
76.92017198,28.3649084
76.9236736,28.3649998
76.9191795,28.36519065
76.92007775,28.36484
76.9196523,28.36519085
76.9214149,28.3619976
76.92545785,28.3633251
76.9389058,28.344987
76.93944275,28.3449719
76.94050765,28.34482245
76.940802,28.34492175
76.94108465,28.34466515
76.9400094,28.3456833
76.9402756,28.345437
76.94111988,28.3459117
76.94134895,28.34502355
76.94251035,28.34491075
76.9416312,28.3456575
76.9425225,28.3454033
76.9415813,28.3464692
76.94255117,28.3467622
76.94309515,28.3449948
76.94544215,28.3450382
76.944905,28.34559835
76.9440384,28.3465956
76.94447275,28.346144
76.94447865,28.34704015
76.94598785,28.3453641
76.9473335,28.34864828
76.93829735,28.35115724
76.9388564,28.35054458
76.93970182,28.35181158
76.94359706,28.35251718
76.9299317,28.36056845
76.93302145,28.3589021
76.9338789,28.36051015
76.92691705,28.36507585
76.93314502,28.3647116
76.93408316,28.36159811
76.9337053,28.36254115
76.93408018,28.36210642
76.9349819,28.36170715
76.93498665,28.3619529
76.93890961,28.36160445
76.93994266,28.36156337
76.93993947,28.36170513
76.93377529,28.36451845
76.93371311,28.36499595
76.9341873,28.36666695
76.939794,28.36103405
76.9450146,28.36046515
76.940076,28.3621046
76.9385389,28.36488395
76.94325965,28.362824
76.94310355,28.3634341
76.9436866,28.36342395
76.94246661,28.36374775
76.94429525,28.3634119
76.9432291,28.3621424
76.9486809,28.3621776
76.94809975,28.3616022
76.94400275,28.3640221
76.94318172,28.36647615
76.9450392,28.36543605
76.94515925,28.36577
76.94627165,28.36530425
76.9473998,28.3662674
76.948195,28.3665679
76.9047585,28.37028815
76.9048744,28.3680779
76.90728167,28.368803
76.9095354,28.36809395
76.90730115,28.3705899
76.91097965,28.36837375
76.9120363,28.3678725
76.91394345,28.3673504
76.9134345,28.36931305
76.91395975,28.3683483
76.91345995,28.37032625
76.91376896,28.3721687
76.9051088,28.37248018
76.9062007,28.3750875
76.9069942,28.37291085
76.9086061,28.37343525
76.9048676,28.3758414
76.9056616,28.37671974
76.90846644,28.37528951
76.90822636,28.3761571
76.90966515,28.3766816
76.91354795,28.3722901
76.91246127,28.3724579
76.9107361,28.373201
76.9128091,28.37379365
76.91152745,28.3743888
76.91445123,28.37248201
76.91412195,28.37435875
76.9121741,28.37560545
76.9116909,28.3762534
76.91119455,28.3766027
76.9124928,28.3769218
76.9120536,28.3779725
76.91352175,28.3749444
76.9129241,28.37596025
76.91448,28.375674
76.9137374,28.37662975
76.91448055,28.37627765
76.91478795,28.37756685
76.91719325,28.3687945
76.91589205,28.3693143
76.91923534,28.36779852
76.9193704,28.36770505
76.9196845,28.36840256
76.9195433,28.36798905
76.9219302,28.36873725
76.9234532,28.36821165
76.9245793,28.36819745
76.9256436,28.367705
76.92566178,28.3691693
76.91993125,28.37228335
76.91570275,28.3762682
76.9164538,28.37588215
76.9172918,28.37654825
76.91509825,28.37687485
76.91838585,28.3755452
76.91952075,28.3773661
76.91981095,28.37506298
76.91967215,28.37607815
76.92055685,28.37661405
76.92549725,28.3724211
76.92553158,28.3741668
76.9212808,28.375888
76.92295775,28.37515545
76.9235014,28.37568795
76.92243,28.3761736
76.9240065,28.37621895
76.9245011,28.375672
76.92555995,28.3761246
76.9240156,28.377157
76.9082594,28.3775552
76.9135861,28.3783227
76.91510465,28.37793435
76.91939277,28.37938369
76.91980356,28.37930344
76.922752,28.3793417
76.92402305,28.37810865
76.92417465,28.37938705
76.9277631,28.3671753
76.92771176,28.368181
76.9277119,28.3696487
76.9287302,28.3691548
76.9298969,28.3691384
76.9256125,28.3701855
76.9270288,28.37199635
76.92747747,28.37211175
76.9339001,28.3669764
76.93406085,28.36739575
76.93202975,28.36922365
76.9329698,28.36833215
76.93423799,28.36963774
76.93423281,28.37014054
76.93388946,28.37183826
76.93685845,28.36979505
76.93658675,28.3699292
76.9254949,28.3722682
76.92977655,28.3732437
76.92785065,28.3750839
76.92762625,28.37604365
76.92663085,28.3765398
76.9276234,28.3770074
76.9286188,28.37651125
76.934077,28.37301695
76.94510211,28.36921546
76.9462956,28.36726775
76.9491485,28.36849585
76.9491501,28.3685964
76.93867935,28.37432825
76.9516419,28.3454722
76.9491542,28.3464354
76.95232245,28.34589465
76.9514593,28.3471348
76.94907605,28.3477913
76.9495812,28.34818315
76.94913045,28.34854965
76.9502406,28.347476
76.95519822,28.34528675
76.95374524,28.34544339
76.9530388,28.34634985
76.95662613,28.34603892
76.9554561,28.3474557
76.9555776,28.348042
76.9572436,28.3482093
76.95694085,28.349592
76.95787006,28.3495905
76.9527336,28.35055185
76.9578606,28.35178215
76.95829845,28.35259335
76.9592916,28.3467597
76.96456223,28.34705523
76.9602687,28.34824416
76.96449654,28.34837185
76.96448799,28.34971971
76.9652339,28.34636818
76.9612659,28.3525984
76.96291425,28.3512694
76.9636821,28.35152015
76.96025805,28.3533705
76.96223055,28.3546799
76.9502183,28.36108885
76.9490842,28.36286925
76.94874755,28.3635371
76.95235795,28.36154405
76.952564,28.3620894
76.94875906,28.3641172
76.94877135,28.36466705
76.94954385,28.3646557
76.94955415,28.3652107
76.95015155,28.36464685
76.9508351,28.36553625
76.95096005,28.36575165
76.94955128,28.3658875
76.94879505,28.36656155
76.94955085,28.36655345
76.95017855,28.36654685
76.951725,28.3642171
76.95135865,28.36629685
76.95514366,28.36325907
76.95955653,28.36143003
76.95862105,28.36276605
76.95880325,28.36378465
76.95243445,28.36500516
76.9587536,28.3651352
76.9598056,28.35699705
76.96076335,28.35633141
76.95982515,28.35773115
76.95883715,28.3573858
76.96254846,28.35828883
76.96199585,28.35999605
76.96282825,28.36001885
76.96447475,28.3606043
76.9660899,28.36021265
76.95977925,28.36664162
76.94955196,28.3672194
76.9495395,28.36779715
76.95313528,28.36778404
76.9552143,28.3692797
76.95768776,28.36855764
76.95686355,28.36982471
76.9554725,28.3708905
76.95254445,28.37372935
76.9535331,28.3746837
76.94874765,28.3746045
76.94307849,28.36797363
76.96492545,28.3665679
76.9698538,28.3834068
76.9756317,28.3890613
76.84689,28.39336805
76.8672128,28.39006796
76.8673943,28.39009431
76.86822925,28.39151121
76.86690605,28.3949169
76.8671313,28.3950527
76.86697305,28.39903695
76.8672023,28.39909985
76.86703185,28.40295335
76.86726705,28.40295605
76.86704615,28.4039049
76.8672831,28.4039095
76.82342056,28.44822469
76.82527204,28.44861382
76.8207901,28.45008295
76.8288115,28.4479255
76.87387755,28.43213515
76.89032726,28.45147774
76.87120959,28.46180938
76.85858502,28.46045923
76.91524721,28.39152899
76.91871965,28.39719475
76.9340865,28.41567555
76.9389915,28.39657089
76.98288885,28.39645883
76.98348458,28.39754161
76.9833934,28.3977194
76.98188626,28.3985884
76.9829975,28.3990532
76.98443224,28.40062231
76.98465189,28.40233116
76.98370193,28.40247754
76.98649483,28.40251909
76.9919882,28.42316805
76.9216555,28.4463178
76.93996525,28.43710995
76.91900149,28.45674577
76.96762165,28.4342106
76.94726973,28.44936626
76.9711676,28.4679225
76.97942808,28.46245016
76.9910961,28.46282195
76.99126495,28.46324835
76.99173235,28.46304415
76.9900473,28.46519745
76.9908157,28.46510845
76.99144695,28.46533335
76.98942865,28.4670184
76.99174675,28.46581655
76.9906775,28.46614125
76.9907264,28.4667851
76.99099395,28.46833575
77.03579605,28.1946772
77.02303759,28.212175
77.0230868,28.2123189
77.03267236,28.20456094
77.03276426,28.20464559
77.04709795,28.1838822
77.04603954,28.18446911
77.04610329,28.18461346
77.03972675,28.1894078
77.03989205,28.1895472
77.03890505,28.1903495
77.03910955,28.1904516
77.04197273,28.18731431
77.04208804,28.18742411
77.0444645,28.18542875
77.04455865,28.18555195
77.04780365,28.1835348
77.0471952,28.1840178
77.04778459,28.18372391
77.03822525,28.1911559
77.0384541,28.1912309
77.03590615,28.194792
77.0537532,28.2070778
77.05790725,28.2041002
77.05808445,28.2080383
77.05586707,28.20824458
77.05668155,28.21041234
77.06898815,28.19486285
77.0683194,28.1960035
77.05872725,28.2040325
77.0601038,28.20420305
77.06124325,28.20449405
77.06266085,28.2034528
77.05833115,28.205024
77.05972167,28.20633181
77.0606089,28.20638815
77.06455465,28.2049873
77.0584092,28.20887105
77.0596514,28.20917055
77.059121,28.21230455
77.0623295,28.2115294
77.063951,28.207717
77.0640579,28.20774305
77.1570866,28.209791
77.0002481,28.21708055
77.00000944,28.21798541
77.00148825,28.21642322
77.0021808,28.21715695
77.00222515,28.21734285
76.9923622,28.220887
76.99545034,28.2191807
76.99551419,28.21931276
76.99805441,28.21925491
77.00277003,28.21618364
77.00352765,28.21738972
77.00702445,28.2162434
77.00705835,28.21640325
77.0133481,28.215024
77.0133922,28.2151685
77.01636215,28.2142252
77.01559076,28.2144579
77.01564635,28.2146128
77.0164389,28.2144012
77.01871915,28.2134761
77.0187797,28.21366105
77.0199682,28.213094
77.02004195,28.21328595
77.03358075,28.23339765
77.02736592,28.24626717
77.02536203,28.25591302
77.0552613,28.2132769
77.0556503,28.21452905
77.05729805,28.21453535
77.0578397,28.2153435
77.0576698,28.2164
77.0575916,28.21719075
77.05715773,28.2177554
77.05815605,28.2132627
77.05893181,28.21335595
77.05945055,28.2140234
77.05971864,28.21532908
77.05941075,28.2176643
77.0627793,28.22349759
77.06352335,28.22488764
77.04448619,28.24632654
77.06782465,28.24469401
77.06917593,28.24248324
77.06902904,28.24271736
77.07131067,28.24208195
77.07834985,28.24104965
77.078594,28.24108225
77.0647721,28.24584645
77.06610675,28.24636545
77.0653521,28.24883255
77.06420209,28.25252385
77.02434409,28.26821466
77.1205474,28.23107305
77.0975993,28.2370658
77.12841495,28.2283443
77.13641879,28.2260923
77.15210773,28.22231949
77.15525785,28.22093005
77.1647389,28.21693585
77.13780685,28.25723675
77.12729905,28.25946266
77.14112416,28.26489749
77.16059075,28.27688835
77.20804224,28.20409015
77.24695305,28.1892872
77.22636326,28.20008921
77.2133704,28.20942351
77.2560078,28.1955738
77.26092605,28.2002211
77.2628539,28.20591925
77.263661,28.20710285
77.26651325,28.20689525
77.26556636,28.20856693
77.26623555,28.2090891
77.26760831,28.20500435
77.26719089,28.20552548
77.27130533,28.20676789
77.26938135,28.2090191
77.28068925,28.19438891
77.2843019,28.19689425
77.28893993,28.20030324
77.2998211,28.20447285
77.295296,28.2067439
77.2923368,28.2086048
77.1745578,28.21293075
77.21037335,28.21919519
77.17007035,28.23708595
77.17017545,28.2371328
77.17028505,28.23718125
77.17041067,28.2401423
77.182767,28.25411871
77.19086331,28.23995464
77.2031629,28.2462924
77.25040022,28.21741774
77.25119915,28.2178469
77.25019264,28.21816714
77.25086829,28.2172109
77.25208608,28.21882647
77.25244169,28.21891381
77.2525258,28.21850334
77.23801039,28.23370365
77.22699415,28.2416524
77.21783435,28.2545668
77.22029584,28.25654877
77.18714875,28.2745834
77.1852628,28.27658205
77.1862828,28.27736015
77.17391959,28.26925619
77.20487813,28.26881652
77.1822559,28.2749818
77.21152165,28.2772817
77.21133346,28.2783723
77.16898565,28.28963665
77.16857254,28.28897722
77.18847975,28.2826754
77.18753876,28.280782
77.1885663,28.28063811
77.18921924,28.28046671
77.18882971,28.28153898
77.18853415,28.2818733
77.18969135,28.2886242
77.1671648,28.29030822
77.174603,28.29409993
77.17808625,28.2941992
77.1707198,28.29650666
77.1727407,28.2972777
77.17287905,28.2970989
77.17208685,28.2981188
77.1742495,28.2961611
77.19526429,28.28393954
77.19018379,28.28739588
77.19141905,28.28754557
77.19079165,28.28781415
77.19112315,28.2879192
77.1904063,28.2885334
77.21007443,28.27949703
77.21122379,28.27982515
77.19761021,28.29754281
77.22198755,28.2597364
77.21869485,28.25982615
77.21528189,28.27091653
77.2143764,28.27568465
77.239187,28.25778789
77.2369805,28.2595076
77.239172,28.25925295
77.24326811,28.26752645
77.24627462,28.27122143
77.24687241,28.27294681
77.2499531,28.2704809
77.25754506,28.27215459
77.21223666,28.28094357
77.21421615,28.2803974
77.21372461,28.28086276
77.21419885,28.28292695
77.21699395,28.2834404
77.21909623,28.28713188
77.23716266,28.28216856
77.2221714,28.2903299
77.221607,28.29122187
77.21392345,28.30096835
77.2200805,28.29937088
77.22086704,28.29967687
77.22407478,28.29309407
77.22691495,28.2980456
77.2272897,28.29851446
77.25442815,28.2816608
77.2376019,28.2918206
77.23888479,28.29210109
77.24588036,28.29804386
77.24390241,28.29074536
77.26288255,28.2157316
77.2613685,28.2245262
77.26244321,28.22463662
77.26202843,28.22537364
77.26499605,28.22559535
77.28455065,28.2203635
77.2882393,28.227842
77.2903342,28.23100025
77.28842313,28.23251567
77.28811795,28.23372655
