Modal_Price,Price_Date
1380,12/26/2010
1420,12/27/2010
1450,01-02-2011
1680,01-03-2011
1250,01-05-2011
1482,01-06-2011
1555,01-10-2011
1400,01-12-2011
1447,1/13/2011
1400,1/14/2011
1600,1/16/2011
1585,1/17/2011
1400,1/18/2011
1350,1/20/2011
1510,1/21/2011
1640,1/23/2011
1400,1/24/2011
1500,1/27/2011
1200,1/29/2011
1600,1/30/2011
1250,1/31/2011
1600,02-01-2011
1605,02-02-2011
1620,02-03-2011
1340,02-06-2011
1170,02-11-2011
1250,02-12-2011
1550,2/13/2011
1550,2/14/2011
1250,2/16/2011
1540,2/17/2011
1300,2/18/2011
1400,2/20/2011
1250,2/21/2011
1200,2/22/2011
1360,2/24/2011
1350,2/25/2011
1350,2/26/2011
1325,2/27/2011
1350,2/28/2011
1300,03-01-2011
1330,03-03-2011
1300,03-06-2011
1295,03-07-2011
1280,03-08-2011
1230,03-09-2011
1180,03-10-2011
1305,03-11-2011
1200,03-12-2011
1300,3/13/2011
1200,3/14/2011
1190,3/15/2011
1200,3/16/2011
1247,3/17/2011
1210,3/18/2011
1300,3/19/2011
1200,3/21/2011
1200,3/22/2011
1170,3/23/2011
1190,3/24/2011
1200,3/25/2011
1170,3/27/2011
1115,3/28/2011
1120,3/29/2011
1325,3/30/2011
1115,3/31/2011
1150,04-01-2011
1150,04-03-2011
1175,04-05-2011
1125,04-06-2011
1120,04-07-2011
1244,04-08-2011
1290,04-09-2011
1115,04-10-2011
1100,04-11-2011
1100,04-12-2011
1220,4/13/2011
1100,4/15/2011
1130,4/17/2011
1111,4/18/2011
1100,4/19/2011
1120,4/20/2011
1115,4/21/2011
1100,4/24/2011
1100,4/25/2011
1100,4/26/2011
1100,4/27/2011
1225,4/28/2011
1225,4/29/2011
1100,4/30/2011
1130,05-01-2011
1150,05-02-2011
1155,05-03-2011
1155,05-04-2011
1145,05-05-2011
1160,05-06-2011
1325,05-08-2011
1300,05-09-2011
1291,05-10-2011
1250,05-11-2011
1302,05-12-2011
1263,5/13/2011
1298,5/14/2011
1255,5/15/2011
1260,5/16/2011
1266,5/18/2011
1270,5/19/2011
1210,5/20/2011
1294,5/21/2011
1210,5/22/2011
1195,5/23/2011
1200,5/24/2011
1220,5/25/2011
1175,5/26/2011
1200,5/27/2011
1150,5/29/2011
1165,5/30/2011
1205,5/31/2011
1150,06-01-2011
1210,06-02-2011
1320,06-03-2011
1150,06-04-2011
1100,06-05-2011
1200,06-06-2011
1210,06-07-2011
1210,06-08-2011
1100,06-09-2011
1200,06-10-2011
1210,06-11-2011
1100,06-12-2011
1100,6/13/2011
1200,6/14/2011
1200,6/16/2011
1300,6/17/2011
1200,6/18/2011
1150,6/19/2011
1100,6/20/2011
1100,6/21/2011
1100,6/22/2011
1100,6/23/2011
1365,6/24/2011
1255,6/26/2011
1100,6/27/2011
1305,6/28/2011
1240,6/29/2011
1300,6/30/2011
1270,07-01-2011
1200,07-02-2011
1125,07-03-2011
1110,07-04-2011
1250,07-05-2011
1125,07-06-2011
1310,07-07-2011
1100,07-08-2011
1165,07-10-2011
1150,07-12-2011
1125,7/13/2011
1125,7/14/2011
1170,7/15/2011
1150,7/17/2011
1150,7/18/2011
1150,7/19/2011
1150,7/20/2011
1150,7/21/2011
1150,7/22/2011
1130,7/23/2011
1175,7/24/2011
1200,7/26/2011
1200,7/27/2011
1175,7/28/2011
1200,7/29/2011
1150,7/30/2011
1150,7/31/2011
1175,08-02-2011
1150,08-03-2011
1200,08-04-2011
1175,08-05-2011
1150,08-07-2011
1150,08-08-2011
1300,08-09-2011
1125,08-10-2011
1150,08-11-2011
1200,08-12-2011
1100,8/13/2011
1175,8/14/2011
1225,8/16/2011
1150,8/17/2011
1250,8/20/2011
1150,8/21/2011
1150,8/22/2011
1135,8/23/2011
1200,8/24/2011
1175,8/25/2011
1150,09-02-2011
1150,09-06-2011
1250,09-07-2011
1200,09-09-2011
1175,09-10-2011
1150,09-11-2011
1175,09-12-2011
1175,9/14/2011
1250,9/15/2011
1170,9/19/2011
1225,9/20/2011
1200,9/21/2011
1175,9/22/2011
1200,9/23/2011
1250,9/26/2011
1200,9/30/2011
1200,10/14/2011
1200,10/19/2011
1200,10/24/2011
1200,11-02-2011
1225,11-04-2011
1100,11/14/2011
1100,11/28/2011
1100,12-02-2011
1100,12-08-2011
1100,12/28/2011
1250,12/29/2011
1200,12/30/2011
1150,12/31/2011
1150,01-02-2012
1180,01-05-2012
1150,01-08-2012
1250,01-10-2012
1150,1/14/2012
1150,1/15/2012
1250,1/17/2012
1300,1/18/2012
1150,1/22/2012
1150,1/27/2012
1150,1/29/2012
1150,1/31/2012
1150,02-02-2012
1200,02-03-2012
1160,02-05-2012
1150,02-08-2012
1150,02-12-2012
1150,2/18/2012
1150,2/19/2012
1150,2/22/2012
1150,2/26/2012
1150,2/28/2012
1225,03-01-2012
1200,03-02-2012
1150,03-04-2012
1150,03-06-2012
1150,03-09-2012
1080,03-11-2012
1100,03-12-2012
1150,3/14/2012
1150,3/21/2012
1150,3/22/2012
1175,3/23/2012
1200,3/24/2012
1150,3/25/2012
1150,3/26/2012
1150,3/27/2012
1150,3/28/2012
1125,3/29/2012
1150,3/30/2012
1150,3/31/2012
1150,04-02-2012
1150,04-03-2012
1385,04-05-2012
1150,04-06-2012
1150,04-07-2012
1150,04-08-2012
1160,04-09-2012
1150,04-10-2012
1175,04-11-2012
1150,04-12-2012
1150,4/13/2012
1150,4/15/2012
1125,4/16/2012
1150,4/17/2012
1150,4/18/2012
1150,4/19/2012
1160,4/20/2012
1100,4/23/2012
1250,4/25/2012
1250,4/26/2012
1385,4/27/2012
1150,4/28/2012
1300,4/29/2012
1225,4/30/2012
1200,05-02-2012
1150,05-03-2012
1467,05-04-2012
1150,05-05-2012
1250,05-06-2012
1150,05-07-2012
1150,05-08-2012
1250,05-09-2012
1350,05-10-2012
1350,05-11-2012
1385,05-12-2012
1350,5/13/2012
1330,5/14/2012
1385,5/15/2012
1400,5/16/2012
1425,5/17/2012
1350,5/18/2012
1350,5/20/2012
1370,5/21/2012
1350,5/23/2012
1360,5/24/2012
1400,5/25/2012
1385,5/26/2012
1400,5/27/2012
1350,5/28/2012
1300,5/29/2012
1400,5/30/2012
1150,5/31/2012
1425,06-01-2012
1400,06-03-2012
1425,06-05-2012
1200,06-06-2012
1125,06-07-2012
1100,06-08-2012
1100,06-09-2012
1425,06-10-2012
1400,06-11-2012
1425,6/14/2012
1200,6/15/2012
1425,6/17/2012
1400,6/18/2012
1400,6/20/2012
1200,6/21/2012
1200,6/22/2012
1100,6/25/2012
1500,6/26/2012
1500,6/27/2012
1450,6/28/2012
1475,6/29/2012
1450,07-01-2012
1200,07-02-2012
1400,07-03-2012
1245,07-04-2012
1150,07-05-2012
1470,07-06-2012
1450,07-08-2012
1500,07-10-2012
1175,07-11-2012
1200,07-12-2012
1480,7/16/2012
1250,7/17/2012
1500,7/18/2012
1200,7/19/2012
1500,7/20/2012
1500,7/23/2012
1250,7/24/2012
1250,7/25/2012
1250,7/26/2012
1500,7/27/2012
1220,7/28/2012
1500,7/29/2012
1550,7/30/2012
1200,7/31/2012
1200,08-01-2012
1600,08-02-2012
1600,08-03-2012
1300,08-04-2012
1500,08-05-2012
1600,08-06-2012
1600,08-07-2012
1450,08-08-2012
1500,08-09-2012
1500,08-12-2012
1200,8/13/2012
1550,8/14/2012
1500,8/16/2012
1700,8/17/2012
1600,8/19/2012
1550,8/21/2012
1200,8/22/2012
1250,8/23/2012
1200,8/24/2012
1400,8/25/2012
1500,8/26/2012
1100,8/27/2012
1550,8/28/2012
1350,8/29/2012
1400,8/30/2012
1575,8/31/2012
1500,09-01-2012
1500,09-02-2012
1550,09-03-2012
1550,09-04-2012
1600,09-05-2012
1600,09-06-2012
1600,09-07-2012
1250,09-08-2012
1600,09-09-2012
1650,09-10-2012
1650,09-11-2012
1705,09-12-2012
1600,9/13/2012
1600,9/14/2012
1150,9/15/2012
1600,9/16/2012
1600,9/17/2012
1600,9/18/2012
1600,9/19/2012
1600,9/20/2012
1550,9/23/2012
1600,9/24/2012
1650,9/25/2012
1600,9/26/2012
1600,9/27/2012
1650,9/28/2012
1600,9/30/2012
1650,10-01-2012
1600,10-02-2012
1463,10-03-2012
1350,10-04-2012
1650,10-05-2012
1300,10-06-2012
1600,10-07-2012
1625,10-08-2012
1700,10-09-2012
1650,10-10-2012
1400,10-11-2012
1601,10-12-2012
1350,10/13/2012
1625,10/14/2012
1650,10/15/2012
1200,10/16/2012
1700,10/17/2012
1550,10/18/2012
1675,10/19/2012
1350,10/20/2012
1575,10/21/2012
1700,10/22/2012
1500,10/23/2012
1650,10/25/2012
1440,10/26/2012
1300,10/27/2012
1625,10/28/2012
1700,10/29/2012
1650,10/30/2012
1650,10/31/2012
1650,11-01-2012
1700,11-02-2012
1600,11-04-2012
1763,11-05-2012
1750,11-06-2012
1561,11-07-2012
1700,11-08-2012
1509,11-09-2012
1350,11-10-2012
1625,11-11-2012
1550,11/16/2012
1400,11/17/2012
1400,11/19/2012
1700,11/20/2012
1682,11/21/2012
1850,11/22/2012
1816,11/23/2012
1690,11/24/2012
1675,11/25/2012
1550,11/26/2012
1700,11/27/2012
1400,11/28/2012
1700,11/29/2012
1700,11/30/2012
1700,12-01-2012
1700,12-03-2012
1400,12-04-2012
1525,12-05-2012
1750,12-06-2012
1625,12-07-2012
1600,12-08-2012
1700,12-09-2012
1742,12-10-2012
1500,12-11-2012
1700,12-12-2012
1750,12/13/2012
1700,12/14/2012
1725,12/15/2012
1400,12/16/2012
1750,12/17/2012
1700,12/18/2012
1725,12/19/2012
1725,12/20/2012
1710,12/21/2012
1700,12/22/2012
1750,12/23/2012
1694,12/24/2012
1800,12/25/2012
1613,12/26/2012
1700,12/27/2012
1580,12/28/2012
1700,12/29/2012
1800,12/30/2012
1850,12/31/2012
1900,01-01-2013
1582,01-02-2013
1700,01-04-2013
1660,01-07-2013
1500,01-08-2013
1700,01-09-2013
1650,01-10-2013
1450,01-11-2013
1558,01-12-2013
1800,1/13/2013
1500,1/15/2013
1590,1/16/2013
1750,1/18/2013
1450,1/19/2013
1800,1/20/2013
1775,1/21/2013
1595,1/22/2013
1518,1/23/2013
1750,1/25/2013
1520,1/26/2013
1800,1/27/2013
1625,1/28/2013
1900,1/29/2013
1635,1/30/2013
1900,1/31/2013
1670,02-01-2013
1610,02-02-2013
1850,02-03-2013
1762,02-04-2013
1950,02-05-2013
1825,02-06-2013
1500,02-07-2013
1950,02-08-2013
1800,02-09-2013
1900,02-10-2013
1500,02-11-2013
1750,02-12-2013
1710,2/13/2013
1950,2/14/2013
1500,2/15/2013
1825,2/16/2013
1900,2/17/2013
1750,2/18/2013
1605,2/19/2013
1750,2/20/2013
1750,2/21/2013
1800,2/22/2013
1500,2/23/2013
1850,2/24/2013
1550,2/25/2013
1800,2/26/2013
1700,2/28/2013
1700,03-01-2013
1475,03-02-2013
1600,03-03-2013
1650,03-04-2013
1700,03-05-2013
1700,03-06-2013
1750,03-07-2013
1700,03-08-2013
1700,03-09-2013
1550,03-10-2013
1725,03-11-2013
1725,03-12-2013
1550,3/13/2013
1725,3/14/2013
1812,3/15/2013
1425,3/16/2013
1550,3/17/2013
1592,3/18/2013
1547,3/19/2013
1750,3/20/2013
1750,3/21/2013
1675,3/22/2013
1600,3/23/2013
1650,3/24/2013
1700,3/25/2013
1700,3/26/2013
1750,3/28/2013
1750,3/30/2013
1750,3/31/2013
1730,04-01-2013
1700,04-02-2013
1700,04-03-2013
1650,04-04-2013
1915,04-05-2013
1725,04-06-2013
1700,04-07-2013
1750,04-08-2013
1600,04-09-2013
1850,04-10-2013
1700,04-12-2013
1800,4/13/2013
1700,4/14/2013
1700,4/17/2013
1750,4/21/2013
1800,4/22/2013
1600,4/24/2013
1800,4/25/2013
1750,4/26/2013
1854,4/27/2013
1800,4/28/2013
1790,4/29/2013
1992,4/30/2013
1810,05-02-2013
1800,05-03-2013
1864,05-04-2013
1800,05-05-2013
1988,05-06-2013
2084,05-07-2013
1750,05-08-2013
1600,05-09-2013
1892,05-10-2013
1750,05-11-2013
1800,05-12-2013
1750,5/13/2013
1750,5/14/2013
1965,5/15/2013
1901,5/16/2013
1966,5/17/2013
1964,5/18/2013
1800,5/19/2013
1978,5/20/2013
1750,5/21/2013
2066,5/22/2013
1987,5/23/2013
2140,5/24/2013
1900,5/25/2013
1900,5/26/2013
2025,5/27/2013
1750,5/28/2013
1850,5/29/2013
2150,5/30/2013
1850,5/31/2013
1750,06-01-2013
1860,06-02-2013
1800,06-03-2013
1950,06-04-2013
1950,06-05-2013
1800,06-07-2013
1750,06-08-2013
1800,06-09-2013
1900,06-10-2013
1900,06-11-2013
2000,6/13/2013
1515,6/14/2013
1900,6/16/2013
1607,6/17/2013
1750,6/19/2013
1950,6/20/2013
1750,6/21/2013
1700,6/22/2013
1900,6/23/2013
1742,6/24/2013
1950,6/25/2013
1750,6/27/2013
1987,6/28/2013
1750,6/29/2013
1850,6/30/2013
1917,07-01-2013
1900,07-02-2013
1600,07-03-2013
1900,07-04-2013
1750,07-05-2013
1850,07-07-2013
2000,07-08-2013
1900,07-09-2013
1750,07-10-2013
1585,07-11-2013
1513,07-12-2013
1850,7/14/2013
1700,7/15/2013
1800,7/17/2013
1900,7/18/2013
1900,7/21/2013
1950,7/22/2013
1950,7/23/2013
1900,7/24/2013
1900,7/25/2013
2000,7/26/2013
1950,7/28/2013
1800,7/29/2013
1750,7/30/2013
1825,7/31/2013
1428,08-02-2013
1750,08-03-2013
1671,08-07-2013
1750,08-12-2013
1750,8/13/2013
1750,8/14/2013
1750,8/16/2013
1775,8/17/2013
1950,8/18/2013
1800,8/19/2013
2050,8/20/2013
1775,8/21/2013
2050,8/22/2013
1750,8/23/2013
1750,8/24/2013
1950,8/25/2013
1800,8/26/2013
1800,8/27/2013
1775,8/28/2013
1900,8/29/2013
2000,8/30/2013
1950,09-01-2013
1550,09-02-2013
1950,09-03-2013
1750,09-04-2013
1750,09-05-2013
2100,09-06-2013
1950,09-08-2013
1750,09-10-2013
1591,09-11-2013
1800,9/13/2013
1950,9/15/2013
1825,9/16/2013
1800,9/19/2013
1725,9/20/2013
1700,9/21/2013
1595,9/23/2013
2000,9/24/2013
1700,9/25/2013
1547,9/27/2013
1547,9/28/2013
1900,9/29/2013
1950,9/30/2013
1700,10-01-2013
1900,10-03-2013
2000,10-04-2013
1775,10-05-2013
1950,10-06-2013
1725,10-07-2013
2000,10-11-2013
1900,10/13/2013
1800,10/15/2013
2000,10/17/2013
1850,10/20/2013
1825,10/21/2013
2000,10/23/2013
1900,10/25/2013
1900,10/27/2013
1950,10/28/2013
2000,10/29/2013
1900,10/30/2013
1950,10/31/2013
1800,11-06-2013
1750,11-07-2013
1900,11-10-2013
1800,11-12-2013
1800,11/13/2013
1675,11/14/2013
1625,11/16/2013
1850,11/17/2013
1750,11/19/2013
1850,11/24/2013
2150,11/29/2013
1705,11/30/2013
1900,12-01-2013
1800,12-02-2013
1750,12-03-2013
1750,12-07-2013
1850,12-08-2013
1950,12/15/2013
1750,12/16/2013
1750,12/17/2013
1800,12/19/2013
1900,12/27/2013
1900,12/29/2013
1831,01-06-2014
1750,01-10-2014
1900,01-12-2014
1988,1/13/2014
1800,1/16/2014
1800,1/20/2014
1768,1/24/2014
1850,1/26/2014
1895,1/27/2014
1800,1/30/2014
1840,1/31/2014
1850,02-02-2014
1853,02-03-2014
1915,02-07-2014
1800,02-08-2014
1930,02-10-2014
1740,2/17/2014
1735,2/18/2014
1650,2/22/2014
1800,2/24/2014
1725,03-03-2014
1700,03-04-2014
1700,03-05-2014
1700,03-06-2014
1620,03-12-2014
1620,3/13/2014
1380,3/20/2014
1800,3/22/2014
1420,3/24/2014
1800,3/26/2014
1700,3/28/2014
1750,04-02-2014
1550,04-03-2014
1500,04-04-2014
1490,04-05-2014
1600,04-06-2014
1650,04-09-2014
1600,04-10-2014
1908,04-12-2014
1470,4/16/2014
2015,4/19/2014
1800,4/24/2014
1500,4/29/2014
1850,05-03-2014
1800,5/20/2014
2015,5/21/2014
1745,5/23/2014
1800,5/24/2014
1900,5/25/2014
1950,5/27/2014
1900,5/29/2014
1800,5/30/2014
1800,06-09-2014
1620,06-11-2014
1600,06-12-2014
1670,6/13/2014
1683,6/16/2014
1421,6/18/2014
1480,6/20/2014
1750,6/22/2014
1450,6/23/2014
1750,6/24/2014
1610,6/25/2014
1700,6/26/2014
1800,6/28/2014
1800,6/29/2014
1800,6/30/2014
1800,07-01-2014
1592,07-02-2014
1600,07-03-2014
1604,07-04-2014
1600,07-06-2014
1800,07-07-2014
1600,07-08-2014
1650,07-09-2014
1550,07-10-2014
1500,07-11-2014
1600,7/13/2014
1825,7/14/2014
1825,7/16/2014
1750,7/17/2014
1600,7/20/2014
1750,7/21/2014
1600,7/22/2014
1675,7/24/2014
1800,7/25/2014
1650,7/28/2014
1525,7/30/2014
1550,7/31/2014
1650,08-01-2014
1650,08-03-2014
1650,08-04-2014
1650,08-05-2014
1800,08-06-2014
1700,08-08-2014
1589,08-10-2014
1700,08-11-2014
1600,08-12-2014
1650,8/13/2014
1650,8/14/2014
1800,8/16/2014
1700,8/17/2014
1850,8/19/2014
1650,8/20/2014
1575,8/21/2014
1565,8/22/2014
1550,8/24/2014
1650,8/26/2014
1650,8/27/2014
1850,09-09-2014
1583,09-10-2014
1632,09-12-2014
1583,9/16/2014
1558,9/19/2014
1625,9/22/2014
1800,9/23/2014
1750,9/26/2014
1800,9/29/2014
1825,10-04-2014
1800,10-10-2014
1800,10/20/2014
1800,10/22/2014
1600,10/26/2014
1800,10/28/2014
1800,11-07-2014
1800,11/22/2014
1800,11/24/2014
1600,11/27/2014
1800,11/29/2014
1825,12-03-2014
1689,12-12-2014
1800,12/13/2014
1775,12/16/2014
1500,12/17/2014
1750,12/21/2014
1650,12/28/2014
1647,01-02-2015
1600,01-04-2015
1650,01-05-2015
1575,01-06-2015
1597,01-07-2015
1600,01-09-2015
1878,01-12-2015
1740,1/14/2015
1727,1/19/2015
1696,1/21/2015
1607,1/23/2015
1550,1/28/2015
1793,1/30/2015
1570,02-03-2015
1671,02-04-2015
1639,02-06-2015
1637,02-09-2015
1607,02-11-2015
1800,02-12-2015
1800,2/13/2015
1725,2/16/2015
1800,2/18/2015
1800,2/24/2015
1600,2/25/2015
1480,03-02-2015
1400,03-03-2015
1650,03-06-2015
1600,03-07-2015
1575,03-08-2015
1647,03-09-2015
1550,03-10-2015
1664,03-11-2015
1650,03-12-2015
1470,3/13/2015
1475,3/15/2015
1475,3/16/2015
1600,3/17/2015
1651,3/18/2015
1600,3/23/2015
1500,3/24/2015
1550,3/25/2015
1700,3/26/2015
1700,3/27/2015
1650,3/30/2015
1650,3/31/2015
1600,04-05-2015
1600,04-06-2015
1600,04-07-2015
1650,04-08-2015
1700,04-10-2015
1650,04-11-2015
1988,4/13/2015
1790,4/15/2015
1600,4/16/2015
1951,4/20/2015
1600,4/22/2015
1600,05-03-2015
1600,05-08-2015
1600,5/22/2015
1600,5/25/2015
1709,06-01-2015
1575,06-02-2015
1700,06-04-2015
1700,06-05-2015
1600,06-07-2015
1600,06-09-2015
1825,06-10-2015
1650,06-11-2015
1600,06-12-2015
1650,6/14/2015
1600,6/15/2015
1650,6/16/2015
1925,6/17/2015
1743,6/19/2015
1650,6/20/2015
1617,6/24/2015
1700,6/25/2015
1920,6/26/2015
1575,07-01-2015
1790,07-02-2015
1825,07-03-2015
1600,07-05-2015
2000,07-06-2015
2000,07-08-2015
1650,07-09-2015
1900,07-10-2015
1750,07-11-2015
1700,07-12-2015
2075,7/13/2015
1750,7/14/2015
1650,7/15/2015
1650,7/16/2015
2070,7/17/2015
1750,7/19/2015
1900,7/20/2015
1540,7/21/2015
1902,7/22/2015
1750,7/23/2015
1500,7/25/2015
1575,7/26/2015
1600,7/27/2015
1541,7/28/2015
1650,7/29/2015
1600,7/31/2015
1580,08-02-2015
1800,08-03-2015
1600,08-06-2015
1530,08-09-2015
1981,08-10-2015
1722,08-12-2015
1630,8/13/2015
1775,8/14/2015
1700,8/16/2015
1800,8/17/2015
1650,8/19/2015
1560,8/20/2015
1600,8/21/2015
1750,8/23/2015
1750,8/24/2015
1550,8/25/2015
1600,8/26/2015
1800,8/27/2015
1660,8/28/2015
1800,8/31/2015
2170,09-01-2015
2080,09-02-2015
1625,09-04-2015
1800,09-05-2015
1881,09-07-2015
1981,09-09-2015
1872,09-11-2015
1800,09-12-2015
2040,9/14/2015
1600,9/16/2015
1800,9/19/2015
1883,9/22/2015
1980,9/23/2015
1550,9/26/2015
2150,9/28/2015
1840,9/30/2015
1800,10-01-2015
2199,10-05-2015
1505,10-06-2015
1981,10-07-2015
1800,10-09-2015
1530,10-10-2015
1760,10-11-2015
1750,10-12-2015
1955,10/14/2015
1825,10/15/2015
1785,10/16/2015
1720,10/18/2015
2050,10/19/2015
1775,10/20/2015
1982,10/21/2015
1800,10/23/2015
1675,10/24/2015
1730,10/25/2015
2210,10/26/2015
1881,10/28/2015
1800,10/30/2015
1730,11-01-2015
1600,11-02-2015
1750,11-05-2015
2105,11-06-2015
1550,11-07-2015
1760,11-08-2015
1550,11-09-2015
1600,11/13/2015
1750,11/15/2015
1805,11/16/2015
1825,11/18/2015
1950,11/20/2015
2060,11/23/2015
1600,11/25/2015
1780,11/29/2015
2300,11/30/2015
1700,12-01-2015
1760,12-06-2015
2160,12-07-2015
1600,12-08-2015
2000,12-09-2015
1730,12/13/2015
1575,12/14/2015
2100,12/16/2015
1766,12/18/2015
1680,12/20/2015
2200,12/21/2015
1640,12/27/2015
1600,12/28/2015
1775,12/30/2015
1800,12/31/2015
2150,01-01-2016
1500,01-02-2016
1750,01-03-2016
1600,01-04-2016
1800,01-07-2016
1680,01-10-2016
1775,01-12-2016
1740,1/17/2016
1400,1/18/2016
1800,1/21/2016
1840,1/24/2016
1785,1/27/2016
1700,1/28/2016
1840,1/31/2016
2000,02-01-2016
1800,02-03-2016
1650,02-04-2016
2000,02-05-2016
1680,02-07-2016
2700,02-10-2016
1800,02-11-2016
2000,02-12-2016
1780,2/14/2016
2065,2/15/2016
1750,2/16/2016
2000,2/17/2016
1800,2/19/2016
2000,2/22/2016
1750,2/24/2016
1775,2/25/2016
1730,2/26/2016
1800,2/29/2016
1740,03-01-2016
2200,03-02-2016
1625,03-03-2016
1730,03-06-2016
1800,03-08-2016
2505,03-11-2016
1830,3/13/2016
2405,3/14/2016
1825,3/15/2016
2400,3/16/2016
1850,3/19/2016
1840,3/20/2016
2200,3/21/2016
1700,3/22/2016
1725,3/28/2016
1775,3/29/2016
1600,3/30/2016
1800,3/31/2016
2380,04-01-2016
1940,04-03-2016
2295,04-06-2016
1500,04-07-2016
1800,4/18/2016
1800,4/21/2016
2480,4/29/2016
2470,05-02-2016
1500,05-05-2016
1800,05-07-2016
2200,5/23/2016
1800,5/24/2016
2300,5/25/2016
2330,5/30/2016
2300,06-01-2016
2260,06-03-2016
1800,06-04-2016
2200,06-06-2016
2409,06-08-2016
2331,06-10-2016
2200,6/15/2016
1800,6/16/2016
1904,6/24/2016
2300,6/27/2016
2200,6/29/2016
2178,07-01-2016
1750,07-08-2016
1800,07-09-2016
1800,7/21/2016
1800,08-03-2016
1990,08-10-2016
1800,08-12-2016
1800,8/23/2016
1800,8/29/2016
2120,09-07-2016
1800,09-12-2016
2200,9/19/2016
1800,9/20/2016
2200,9/21/2016
2100,9/26/2016
1650,9/28/2016
2265,10-03-2016
1600,10-04-2016
2112,10-05-2016
1600,10-07-2016
2100,10/14/2016
2200,10/17/2016
2000,10/19/2016
2100,10/21/2016
1660,10/22/2016
2105,10/23/2016
2200,10/24/2016
1660,10/26/2016
2100,11-02-2016
1980,11-04-2016
1600,11-05-2016
2300,11-07-2016
2300,11-09-2016
2095,11/23/2016
2460,11/25/2016
2480,11/30/2016
2580,12-09-2016
2335,12/14/2016
2506,12/16/2016
2000,12/19/2016
1800,12/21/2016
2230,12/26/2016
1800,12/27/2016
2320,12/30/2016
2335,01-02-2017
2600,01-04-2017
1800,01-06-2017
2051,1/30/2017
2175,02-01-2017
1966,02-04-2017
1800,02-09-2017
1800,2/15/2017
1750,2/17/2017
1800,2/18/2017
1800,2/21/2017
1800,2/23/2017
1825,03-03-2017
1982,03-11-2017
1650,3/14/2017
2000,3/17/2017
1700,3/18/2017
1800,3/21/2017
1550,3/22/2017
1700,3/23/2017
1600,3/24/2017
1600,3/27/2017
1650,3/28/2017
1750,3/29/2017
1750,3/30/2017
2045,3/31/2017
1700,04-02-2017
2060,04-03-2017
1750,04-05-2017
1650,04-07-2017
2300,04-10-2017
1650,4/13/2017
2000,4/15/2017
2250,4/17/2017
1800,4/19/2017
2300,4/24/2017
2120,4/25/2017
1600,05-05-2017
1950,05-06-2017
2310,05-08-2017
1650,05-09-2017
2160,05-11-2017
2310,05-12-2017
2160,5/13/2017
2310,5/15/2017
2400,5/17/2017
2282,5/19/2017
2300,5/24/2017
1750,5/26/2017
2300,5/29/2017
2325,5/31/2017
2310,06-02-2017
2310,06-03-2017
2330,06-05-2017
1700,06-07-2017
1725,06-08-2017
1725,06-09-2017
1725,06-10-2017
1600,06-11-2017
1750,06-12-2017
1725,6/13/2017
2250,6/14/2017
2100,6/16/2017
1600,6/18/2017
2200,6/19/2017
1750,6/20/2017
1750,6/23/2017
1600,6/24/2017
1650,6/25/2017
1600,6/26/2017
2255,6/28/2017
2230,6/30/2017
1600,07-02-2017
2280,07-03-2017
1725,07-05-2017
2100,07-07-2017
1650,07-09-2017
2102,07-10-2017
1895,07-12-2017
2250,7/14/2017
2300,7/15/2017
1800,7/16/2017
2235,7/18/2017
1895,7/19/2017
1600,7/20/2017
2112,7/21/2017
1550,7/23/2017
2180,7/24/2017
1775,7/25/2017
1850,7/26/2017
1650,7/30/2017
2235,7/31/2017
2300,08-02-2017
1820,08-03-2017
2310,08-04-2017
1550,08-06-2017
1700,08-07-2017
2250,08-08-2017
2112,08-09-2017
2187,08-11-2017
1800,8/14/2017
2240,8/16/2017
1825,8/18/2017
2310,8/19/2017
1500,8/20/2017
2225,8/23/2017
2330,8/24/2017
2312,8/26/2017
1550,8/27/2017
1850,8/28/2017
2260,8/30/2017
1700,8/31/2017
1935,09-04-2017
1725,09-06-2017
1825,09-07-2017
1990,09-08-2017
1700,09-10-2017
1800,09-11-2017
1980,9/13/2017
2000,9/15/2017
1800,9/18/2017
1775,9/19/2017
1750,9/20/2017
1600,9/21/2017
1750,9/22/2017
1800,9/23/2017
1851,9/25/2017
1760,9/26/2017
1700,9/27/2017
1800,9/29/2017
1750,9/30/2017
1750,10-03-2017
1951,10-04-2017
1805,10-09-2017
1700,10/16/2017
2004,10/23/2017
1965,10/25/2017
1955,10/27/2017
1955,10/28/2017
1700,11-03-2017
1800,11-04-2017
1650,11-06-2017
1700,11-07-2017
1700,11-08-2017
1805,11/13/2017
1750,11/15/2017
1800,11/17/2017
1801,11/20/2017
1845,11/22/2017
1750,11/23/2017
1855,11/25/2017
1600,11/27/2017
1600,11/29/2017
1956,12-04-2017
1600,12-06-2017
1700,12-08-2017
1700,12-11-2017
1955,12/13/2017
1605,12/14/2017
1965,12/15/2017
1700,12/16/2017
1740,12/18/2017
1956,12/20/2017
1968,12/22/2017
1905,12/27/2017
2000,12/29/2017
1986,01-01-2018
1990,01-03-2018
1960,01-05-2018
1955,01-08-2018
1800,01-09-2018
2105,01-10-2018
2051,01-12-2018
1770,1/17/2018
1805,1/19/2018
2120,1/22/2018
2150,1/24/2018
1901,1/29/2018
1905,02-02-2018
1801,02-05-2018
1865,02-07-2018
1901,02-09-2018
1801,02-12-2018
1901,2/14/2018
1700,2/16/2018
